taxon	taxon_rank	max_ma	min_ma	stratigraphy	lithostratigraphy	biostratigraphy	locality	country_code	references	pbdb_occurrences	specimen_no	lat	lng	utm	paleo_lng	paleo_lat	higher_than	id	comments
Protoichthyosaurus prostaxalis	species			lower Sinemurian		Arnioceras semicostatum Biozone	Fell Mill Farm, Honington, Warwickshire, England, UK	GB	Lomax2019P		BMT 1955.G35.1	52.07118	-1.59729						
Temnodontosaurus	genus			Hettangian–Sinemurian	Estratos de Rencoret–La Negra formations		Mantos Blancos Mine, Antofagasta Region, northern Chile	CL	Otero2019JSAES		SGO.PV.324	-23.56133	-69.99487						
Protoichthyosaurus prostaxalis	species			lower Hettangian		Psiloceras planorbis Biozone, Caloceras johnstoni Subbiozone	Barrow-upon-Soar, Leicestershire, England, UK	GB	Lomax2019GM		LEICT G142.1991, LEICT G738.1889	52.7441	-1.1578						
Protoichthyosaurus	genus			lower Hettangian	Salford Shale member, Blue Lias Formation	Alsatites liasicus–Schlotheimia angulatis biozones	Southam Cement Works Quarry, Warwickshire, England, UK	GB	Lomax2019GM		WARMS G15646	52.27112	-1.37622						
Protoichthyosaurus	genus							GB	Lomax2019GM		LDUCZ #X424								
Eurhinosaurus longirostrus	species			lower Toarcian	Posidonienschiefer Formation Lias εII,10	Harpoceras falciferum Ammonoid Biozone, elegans Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	vonHuene1938NJFMGPBB		NHMUK PV R5465	48.63539	9.52693						
Ichthyosauria	clade			lower Lower Jurassic	Lower Lias		Owthore, Rushcliffe, Nottinghamshire, ENgland, UK	GB	Lomax2015PGA		BGS:GSM 84563, DBMYU 1986-996, DONMG 2013.8.561	52.89494	-1.00598						
Ichthyosauria	clade			Rhaetian	Rhaetic Bone Bed, Westbury Formation, Penarth Group		Railway Cutting, 1/2 mile east of Barnstone, Ruchcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		BGS:GSM Zr 8594, BGS:GSM Zr 8595, LSICT G361.1973.1–3, NHMUK PV R9148–9151, NHMUK PV R9159–9162, NHMUK PV R 9163–9168, NHMUK PV R 9169, NHMUK PV 9179, NHMUK PV R 9180	52.88758	-1.09137						
Ichthyosauria	clade			lower Lower Jurassic	Lower Lias		Cropwell Butler, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		DONMG 1919.17b.105, DONMG 2013.8.564, DONMG 2013.8.576	52.92717	-0.98275						
Ichthyosauria	clade			Hettangian	Lower Lias		Normanton Hills, near Normanton son Soar, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		LEICT G454.1951.167, LEICT G454.1951.168, LEICT G454.1951.169, LEICT G454.1951.170, LEICT G454.1951.171, LEICT G558.1952, LEICT G454.1951.5	52.80683	-1.21396						
Ichthyosauria	clade			Hettangian	Lower Lias	Psiloceras planorbis Biozone	Normanton Hills, near Normanton son Soar, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		LEICT G378.1953.13.1, LEICT G378.1953.13.2, LEICT G378.1953.13.3, LEICT G378.1953.13.4, LEICT G297.1954	52.80683	-1.21396						
Ichthyosauria	clade			Hettangian	Lower Lias		Costock, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		LEICT G109.1991, NOTNH FS5558	52.83161	-1.14699						
Ichthyosauria	clade			Rhaetian	Rhaetic Bone Bed, Westbury Formation, Penarth Group		Staple Pit, Newark-upon-Trent, Nottinghamshire, Englangd, UK	GB	Lomax2015PGA		LEIUG 88987	53.084	-0.817						
Ichthyosauria	clade			lower Lower Jurassic	Lower Lias		Balderton, near Newark-on-Trent, Nottinghamshire, Englangd, UK	GB	Lomax2015PGA		NOTNH FS8219, NOTNH FS8219, NOTNH FS8220, NOTNH FS8221, NOTNH FS10438, NOTNH FS10439	53.05593	-0.77477						
Ichthyosauria	clade			lower Lower Jurassic	Lower Lias		Barnstone Quarry, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		NOTNH FS13770, UOD D1	52.90781	-0.90541						
Ichthyosaurus	genus			lower Lower Jurassic	Lower Lias		Cropwell Butler, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		DONMG 2013.8.552	52.92717	-0.98275						
Ichthyosaurus	genus			lower Lower Jurassic	Lower Lias		Cropwell Bishop, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		NOTNH FS3323, NOTNH FS3456A, NOTNH FS3456B	52.91403	-0.98445						
Ichthyosaurus	genus						Nottinghamshire?, England, UK	GB	Lomax2015PGA		DONMG 2013.8.553								
Ichthyosaurus	genus			lower Lower Jurassic	Lower Lias		Barnstone Quarry, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		NOTNH FS4940	52.90781	-0.90541						
Ichthyosauria	clade			lower Lower Jurassic	Lower Lias		Granby, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		KINCM 1956.85.1	52.91836	-0.88527						
Temnodontosaurus	genus			Hettangian	Lower Lias		Barnstone Quarry, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA		LEICT G463.1972	52.90781	-0.90541						
Ichthyosauria	clade			Albian	Kiamichi Shale/Fort Worth Limestone		Fort Worth, Texas, USA	US	McNultyJr1962JPa		MPSMU 60314	32.733	-97.348						
Ichthyosaurus conybeari	species			lower Sinemurian	Lower Lias	Arietites bucklandi Biozone	Doniford Bay, Watchet, Somerset, UK	GB	Massare2016JVP		NMW 93.5G.2	51.17938	-3.30951						
Ichthyosaurus conybeari	species			Hettangian–lower Sinemurian	Lower Lias	Schlotheimia angulata–Arietites bucklandi biozones	Lyme Regis, Dorset, Englang, UK	GB	Massare2016JVP		NHMUK OR 38523, BGS 956	50.717	-2.948						
Ichthyosaurus conybeari	species			lower Pliensbachian	Stonebarrow Marls Member, Charmouth Mudstone Formation	Uptonia jamesoni Biozone, Polymorphite polymorphous Subbiozone	Lyme Regis, Dorset, Englang, UK	GB	Massare2016JVP		NHMUK R15907	50.73024	-2.92549						
Temnodontosaurus cf. trigonodon	species			lower Toarcian	Posidonienschiefer Formation		Aubächle bei Aselfingen, Baden-Württemberg, Germany	DE	Maisch2004JLFGRBB		SLGRB E819	47.85215	8.47729						
Ichthyosauria	clade			late Pliensbachian	Red Deer Member	Amaltheus margaritatus Biozone	Scalp Creek, Clearwater County, British Columbia, Canada	CA	Martindale2017G		TMP 1994.108.0001	51.753	-115.581						
Ichthyosauria	clade			Senonian			Bedeille, Saint-Croix Canton, Ariège, France	FR	Pouech1881BSGF			43.08258	1.10259						
Ichthyosauria	clade			lower Norian			Col de Teremba, New Caledonia	NC	Mazin1985RP		AU6037	-21.72876	165.71576						
Ichthyosauria	clade			lower Norian			Île Ducos, Baie de Saint Vincent, New Caledonia	NC	Mazin1985RP		AU7202	-22.00931	166.03436						
Ichthyosauria	clade			lower Norian			Île Page, Baie de Saint Vincent, New Caledonia	NC	Mazin1985RP		JAG.M.NC287	-22.05197	166.08634						
Ichthyosauria	clade			middle–upper Norian			Île Page, Baie de Saint Vincent, New Caledonia	NC	Mazin1985RP			-22.05197	166.08634						
Ichthyosauria	clade			middle–upper Norian			Île Ducos, Baie de Saint Vincent, New Caledonia	NC	Mazin1985RP		HJC734, JDC3595	-22.00931	166.03436						
Brachypterygius extremus	species			Kimmeridgian	Kimmeridge Clay Formation, Wyke Siltstone?		Smallmouth Sands, Weymouth, Dorset, England, UK	GB	Boulenger1904PZSL,Moon2018MPS		NHMUK PV R3177	50.59388	-2.46409						Contralateral limb is WESTM 1978.219
Brachypterygius extremus	species			Kimmeridgian	Kimmeridge Clay Formation, Wyke Siltstone?		Mepal, Cambridgeshire, England, UK	GB	Moon2018MPS		CAMSM X39251	52.39778	0.11227						
Guizhouichthyosaurus tangae	species			Pelsonian	Falang Member, Wayao Formation	Nicoraella kockeli Conodont Biozone	Guanling County, Guizhou Province, China	CN	Li2002VPb		IVPP V 11865, IVPP V 11869	25.518888	104.905556						Originally *Cymbospondylus asiaticus*
Ophthalmosaurus icenicus	species			Oxfordian–Kimmeridgian			Elizarova, Syzransky District, Samara Region, Russia	RU	Arkhangelsky2018PJ		SKM OF 242/1–19	53.07836	48.42656						
Ophthalmosauridae	species			Callovian	Oxford Clay Formation		Rodwell, Weymouth, Dorset, England, UK	GB	Delair1987PDNHAS		BNSS 0006	50.60337	-2.45065						
Ichthyosauria	clade			middle Cenomanian	Odiyam Member, Karai Formation		Kulakkalnattam, Tamil Nadu, India	IN	Ayyasami2016JGSI		GSI 21578	11.11722	78.94556						Originally referred to Platypterygius sp.
Ichthyosauria	clade			Portlandian			Boulogne-sur-Mer, Hauts-de-France, France	FR	Sauvage1888BSGFa			50.72600	1.61188						
Wahlisaurus massare	species			uppermost Rhaetian–lowermost Hettangian	Pre-planorbis beds, Blue Lias Formation, Lias Group	Psiloceras tilmanni Ammonite Biozone	Sutton Hill Quarry, Bishop Sutton, Somerset, England, UK	GB	Lomax2018GJ		BRSMG Cg2405	51.32651	-2.57797						
Ophthalmosauridae	clade			Early Kimmeridgian	Bowser Lake Group, Skelhorne Assemblage		Klappan River, south of Maitland Creek, British Columbia, Canada	CA	Sissons2016CJES		TMP 2009.010.0001	57.33577	-129.59828						
Ichthyopterygia	clade			Spathian	Zhitkov Formation, Bed 58	Neocolumbites insignis Biozone	Cape Zhitkov, Russky Island, South Primorye, Russia	RU	Nakajima2022SR		NSM PV 23854	45.02247	131.93473						
Ichthyopterygia	clade			Spathian	Zhitkov Formation, Bed 58	Neocolumbites insignis Biozone	Cape Zhitkov, Russky Island, South Primorye, Russia	RU	Nakajima2022SR		NSM PV 24995	45.02247	131.93473						
Ichthyosauria	clade			Lower Toarcian	'Green Series'	Eleganticeras elegantum Subbiozone, Harpoceras falciferum Biozone	Grimmen Clay Pit, Mecklenburg-Western Pomerania, Germany	DE	Stumpf2016NJGPA		NLWL uncatalogued	54.11031	13.04528						
Ichthyosauria	clade			Lower Toarcian	'Green Series'	Harpoceras falciferum Biozone	Grimmen Clay Pit, Mecklenburg-Western Pomerania, Germany	DE	Stumpf2016NJGPA		GHM uncatalogued, GG 422/1, GG 422/2, GG422/3	54.11031	13.04528						
Temnodontosaurus cf. trigonodon	species			Lower Toarcian	Posidonienschiefer Formation	Harpoceras tenuicostatum–Harpoceras falciferum biozones	Banz, Franconia, Bavaria, Germany	DE	Maisch2002GP		MB.R.2878.3	50.13296	11.00081						
Ichthyosauria	clade			Rhaetian	Westbury Formation, Penarth Group		Hampstead Farm Quarry, Aust, Gloucestershire, England, UK	GB	Mears2016PGA		BRSMG Csb87-116ii, BRSMG Csb86-9, BRSMG Csb85-48, BRSMG Csb87-134, BRSMG Csb89-1, BRSMG Csb85-80, BRSMG Csb89-12, BRSMG Csb85-60	51.60445	-2.60659						
Ichthyosauria	clade			Upper Bajocian			Bielefeld-Gadderbaum, Nordrhein-Westfalen, Germany	DE	Sachs2015BNVFBU		NAMU ES/jb-36041	52.018624	8.52163						
Ichthyosauria	clade			Upper Aalenian	Lower Lugwigienton Formation	murchisonae Biozone	Grube III, Bielefeld-Bethel, Nordrhein-Westfalen, Germany	DE	Sachs2015BNVFBU		NAMU ES/jb-7.263	52.00678	8.52530						
Ichthyosauria	clade			Upper Bajocian	Middle Parkinsonienton Formation		Bielefeld-Bethel, Nordrhein-Westfalen, Germany	DE	Sachs2015BNVFBU		NAMU ES/jb-7260	52.00678	8.52530						
Ichthyosaurus acutirostris	species			Lower Toarcian	Posidonienschiefer Formation	Harpoceras tenuicostatum–Harpoceras falciferum biozones	Holzmaden, Baden-Württemburg, Germany	DE	Fraas1913JVFVNWb		SMNS	48.63539	9.52693						
Ichthyosaurus somersetensis	species			Lower Hettangian	Blue Lias Formation	Caloceras johnstoni Sibbiozone, Psiloceras planorbis Biozone	Dinoford Bay, Watchet, Somerset, England, UK	GB	Lomax2017APP		NLMH 106234	51.17916	-3.31152						
Tholodus schmidi	species			Middle Triassic	Terebratulitenkalk		Jena, Germany	DE	Meyer1849P	1394195		50.92817	11.58794						
Platypterygiinae	clade			Upper Albian	Maiolica Formation	Biticinella breggiensis Biozone	Tregnago, Verona Province, Italy	IT	Fornaciari2017CR		IGVR 94574	45.53394	11.17928						
Platypterygiinae	clade			Upper Albian			Gombola, Modena Province, Italy	IT	Fornaciari2017CR		IPUM 30139	44.38707	10.72593						
Platypterygius	genus			Albian–Cenomanian	Fort Tarrett Formation		Forth Stockton, Pecos County, Texas, USA	US	vanVranken2017JPS		WM 2016-14-G	30.86118	102.54971						
Ichthyosaurus communis	species			latest Hettangian–earliest Sinemurian	Blue Lias Formation	JF3 Foraminifera Biozone, complanata-depressa Ammonite Subbiozone, conybeari Ammonite Subbiozone	Hock Cliff, Gloucestershire, England, UK?	GB	Lomax2017HB		BU 5289	51.77780	-2.39007						
Temnodontosaurus platyodon	species			Lower Toarcian	calcaire hydrolique de Vassy	Harpoceras serpentinum Ammonite Biozone	Saint-Colombe, Yonne, France	FR	Gaudry1893BSSHNY		MNHN	47.56625	3.96892						Originally Ichthyosaurus burgundiae
Ichthyosauria	clade			late Oxfordian	Ugpik Ravine Member, Bernbjerg Formation	ilovaiskii Subbiozone	Kuhn Ø, Kingofjeld, Greenland	GL	Delsett2019GM		GEUS 590347-1–72, GEUS 590347-84–98, GEUS 590347-27	74.74631	-20.20397						
Ichthyosauria	clade			Aptian	Machiques Member, Apon Formation	Deshayesites columbianus Biozone	Sierra de Perijá, Zulia State, Venezuela	VE	Moody1993A		MBLUZ P-48, MBLUZ P-365	10.30715	-72.52968						Originally identified as Platypterygius
Ichthyosauriformes	clade			Spathian	'Grippia niveau'	Bajarunia euomphala Ammonoid Biozone	Mount Viking, Sassendalen, Spitsbergen, Svalbard	SJ	Mazin1981CRAS		MNHN SVT 332	78.24944	16.80844						Originally Svalbardosaurus crassidens
Ophthalmosaurus?	genus			Kimmeridgian	Kimmeridge Clay Formation		cap de la Hève, Le Havre, Normandie, France	FR	Sauvage1902BSGN		MNHN	49.51241	0.06926						Originally Ichthyosaurus normanniae and Ichthyosaurus cuvieri: single specimen.
Ophthalmosauridae	clade			Kimmeridgian	Kimmeridge Clay Formation		cap de la Hève, Le Havre, Normandie, France	FR	Sauvage1902BSGN,Sauvage1911BSAAB		MNHN	49.51241	0.06926						Also described as Ichthyosaurus trigonus
Ichthyosauria	clade			uppermost Volgian	Slottsmøya Member, Agardfjellet Formation		Janusfjellet, Spitsbergen, Svalbard	SJ	Delsett2016GSLSP		PMO 222.665, PMO 222.251, PMO 222.659, PMO 224.252, PMO 224.166, PMO 222.657, PMO 222.660	78.196009	15.81540						
Ophthalmosaurus	genus			upper Volgian–Berriasian			Volonga River, Polar District, Nenets Autonomous Okrug, Russia	RU	Zverkov2015PZIR		IG KSC 415/38	67.15053	47.75680						
Ichthyosauria	clade			Kimmeridgian	Kimmeridge Clay Formation		Westbrook, Bromham, Wilshire, England, UK	GB	Owen1840RBAAS,Spamer1991BZN		ANSP 10124	51.39440	-2.05252						Originally Ichthyosaurus trigonus
Ichthyosauria	clade			Rhaetian	Kössener-Schichten	Rhabdoceras suessi Biozone	Rodaun, Vienna, Austria	AT	Zappe1976ANMW			48.12986	16.24015						
Ichthyosauria	clade			Rhaetian	Lower Lias		St Wolfgang, Oberösterrhein, Austria	AT	Zapfe1951JOM			47.73788	13.44827						
Platypterygius australis	species			upper Albian	Toolebuc Formation–Allaru Mustone	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	O'Connell Creek, Flinders River, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP		MV P12989								
Platypterygius australis	species			upper Albian	Toolebuc Formation–Allaru Mustone	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Telemon Lease, Dunlace Station, Hughenden, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	949906, 1006723	QM F2453, QM F18307	-20.84478	144.19784						
Platypterygius australis	species			upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Dunraven Station, near Hughenden, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	947540	AM F97620, AM F98273	-20.84478	144.19784						
Platypterygius australis	species			upper Albian	Allaru Mudstone	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Ashgrove Station, Brixton, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	1006718	QM F2299								
Platypterygius australis	species			upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Lydia Downs Station, Nelia, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	1006719	QM F2573								
Platypterygius australis	species			upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Kilterry Station, Flinders River, near Julia Creek, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	1006722	QM F12314, QM F40822, QM F40823								
Platypterygius australis	species			upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Boremba Station, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	1006724	QM F34871								
Platypterygius australis	species			upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Warra Station, Boulia, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	1006725	QM F40821, SAM P44323								
Platypterygius australis	species			upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Galah Creek, Hughenden, Queensland, Australia	AU	Kear2005	989266	QM F551								
Platypterygius australis	species			upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Stewart Park, Flinders River, near Richmond, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	1006720	QM F3348								
Platypterygius australis	species			upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Canary Station, Huenden, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	1006742	QM F16811								
Eohupehsuchus brevicollis	species			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yangping, Yuan'an County, Hubei Province, China	CN	Chen2014POa	1409443	WGSC V26003	31.22307	111.55420						
Parahupehsuchus longus	species			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yangping, Yuan'an County, Hubei Province, China	CN	Chen2014PO	1200768	WGSC 26005	31.22307	111.55420						
Nanchangosaurus suni	species			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yangping, Yuan'an County, Hubei Province, China	CN	Chen2014POb	1301648	WGSC 26606	31.22307	111.55420						
Nanchangosaurus suni	species			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Xunjian, Yuan'an County, Hubei Province, China	CN	Chen2014POb	1418845	GMC V646	31.38191	111.60576						
Hupehsuchus nanchangensis	species			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Xunjian, Yuan'an County, Hubei Province, China	CN	Carroll1991PTRSBBS	966703	IVPP V3232, IVPP V4068, IVPP V4069a, IVPP V4069b	31.38191	111.60576						
Hupehsuchus nanchangensis	species			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Xunjian, Yuan'an County, Hubei Province, China	CN	Chen2014PO		WGSC 26004	31.38191	111.60576						
Hupehsuchus nanchangensis	species			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Mingfeng Twon, Yuan;an County, Hubei Province, China	CN	Wu2016HB	1412684	ZMNH M8217	31.07087	111.66970						
Hupehsuchia	clade			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yingzishan Quarry, Yuan'an County, HupehProvince, China	CN	Qiao2020JVP		HFUT YA-15-032	31.088516	111.67431						
Eretmorhipis carrolldongi	species			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yingzishan Quarry, Yuan'an County, HupehProvince, China	CN	Chen2015PO	1412687	WGSC V26020	31.088516	111.67431						
Eretmorhipis carrolldongi	species			upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Tuling, Baihechuan, Xunjiang District, Yuan'an County, HupehProvince, China	CN	Chen2015PO		IVPP V4070	31.38365	111.57684						
Contectopalatus atavus	species			Pelsonian	Freudenstadt Formation?	Beneckeia buch Assemblage Zone	Calw-Althengstett, Baden-Württemberg, Germany	DE	Maisch2001P	915702	GPIT/RE/411, GPIT/RE/107, GPIT/RE/408, GPIT/RE/409, GPIT/RE/410	48.71073	8.78623						
Contectopalatus atavus	species			upper Illyrian	Upper Muschelkalk		Rüdersdorf, Brandenburg, Germany	DE	Maisch2001P		BMPI R 2353	52.47129	13.78453						
Contectopalatus atavus	species			Pelsonian	Lower Muschelkalk		Ferenc Quarry, Buchen-Bödigheim, northen Bademia, Baden-Württemberg, Germany	DE	Maisch2001P		MHI 1658	49.47833	9.31524						
Contectopalatus atavus	species			Pelsonian	Lower Muschelkalk		Rohrdorf, Bavaria, Germany	DE	Maisch2001P		GPIT/RE/79	47.79717	12.16711						
Contectopalatus atavus	species			Pelsonian	Wurstelbänke Member, Freudenstadt Formation		Haas Quarry, Dietersweiler, near Freudenstadt, Baden-Württemberg, Germany	DE	Maisch2001P		SMNS 56315	48.44614	8.48067						
Contectopalatus atavus	species			Pelsonian	Guanling Formation, Member II	Nicoraella kockeli Conodont Biozone	Luoping area, Luoping County, Yunnan Province, China	CN	Liu2013P	1102551	LPV 30872	24.88876	104.30535						
Guizhouichthyosaurus tangae	species			Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Baiyan, Wuxiang, Guanling, Guizhou Province, China	CN	Yin2000GG,Maisch2006JVPa	788442	Gmr 009	25.94369	105.61916						
Guizhouichthyosaurus tangae	species			Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Wolonggang, Guanling, Guizhou Province, China	CN	Maisch2006JVPa	880873	GNG dq-22, GNG dq-46, GNG dq-41	25.89073	105.41107						
Guizhouichthyosaurus tangae	species			Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling County, Guizhou Province, China	CN	Shang2012SST		IGGCAS 2005F001	25.86942	105.41966						
Guizhouichthyosaurus tangae	species			Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Monkpo, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Yin2000GG		Gmr 015	25.86942	105.41966						Originally *Typicusichthyosaurus tsaihuae*
Guizhouichthyosaurus tangae	species			Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xiaowa Village, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Chen2003GBC		TR00001, SPCV 30014	25.89139	105.42845						Originally *Panjiangsaurus epicharis*
Guizhouichthyosaurus tangae	species			Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xiaowa Village, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Pan2006ASNUP		GMPKU P1062	25.89139	105.42845						Originally *Panjiangsaurus epicharis*
Guizhouichthyosaurus wolonggangense	species			Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Wolonggang, Guanling, Guizhou Province, China	CN	Chen2007GC	1135822	SPCV 10306, SPCV 10305	25.89073	105.41107						Originally *Callawayia wolonggangense*
Guizhouichthyosaurus tangae	species			Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling County, Guizhou Province, China	CN	Shang2009VP	893430	IVPP V 11853	25.86942	105.41966						Originally *Shastasaurus epicharis*
Guizhouichthyosaurus tangae	species			Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling County, Guizhou Province, China	CN	Shang2013VP		IVPP V 15652, SDM 20090101	25.86942	105.41966						Originally *Shastasaurus epicharis*
Gulosaurus helmi	species			Spathian	Vega-Phroso Siltstone Member, Sulphur Mountain Formation		D locality, British Columbia, Canada	CA	Cuthbertson2013JVP	920238,920239	TMP 89.127.3	54.51944	-120.72194						
Himalayasaurus tibetensis	species			Norian			Tulong Area, Nyalam County, Tibet, China	CN	Young1972MNIGP,Motani1999P	1157811	IVPP V4003	28.45135	86.16660						
Hudsonelpidia brevirostris	species			early Norian		Epigondolella quadrata Condonto Biozone	North Shore, Peace Reach Branch, Williston Lake, British Columbia, Canada; GSC locality C-301269	CA	McGowan1995CJES	1306282	ROM 44629, ROM 41993	56.11197	-122.88551						
Isfjordosaurus minor	species			Spathian	Lower Saurian Niveau, Vendomdalen Member, Vikinghøgda Formation	Keyserlingites subrobustus Ammonoid Biozone	Middelhook, Isfjord, Spitsbergen, Svalbard	SJ	Wiman1910BGIUa	1420150		79.56667	13.48333						Originally *Pessopteryx minor*; affinities questionable
Macgowania janiceps	species			middle Norian		Epigondolella matthewi, Epigondolella multidentata conodont biozones	Jewitt Spur, west of McLay Spur, Peace Reach Branch, Williston Lake, British Columbia, Canada	CA	McGowan1996CJES	1134412	ROM 41992	56.15884	-122.55936						Originally *Ichthyosaurus janiceps*
Mixosaurus cornalianus	species			Illyrian	Besano Formation	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	1162165,1310837	GPIT/RE/166, GPIT/RE/, NC/03/H/13, PIMUZ T2423, PIMUZ T2405, SMNS 16688, SMNS 16966, SMNS 15049, SMNS 16964, SMNS 15045, SMNS 15048, SMNS 15044, SMNS 54068a, SMNS 54068b, GPIT/1799/1, GPIT/1799/2, GPIT/1799/3	45.91405	8.94983						
Mixosaurus cornalianus	species			Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Cava Tre Fontane, Monte San Giorgio, Canton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T4858, PIMUZ T4857, PIMUZ T4848, PIMUZ T4923	45.911945	8.940556						
Mixosaurus cf. cornalianus	species			Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Cava Tre Fontane, Monte San Giorgio, Canton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T4858	45.911945	8.940556						
Mixosaurus cornalianus	species			Illyrian	Middle Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T5925	45.91405	8.94983						
Mixosaurus cornalianus	species			Illyrian	Middle Grenzbitumenzone, Minerales grosso 2, bed 113	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2408	45.91405	8.94983						
Mixosaurus cornalianus	species			Illyrian	Middle Grenzbitumenzone, bed 120	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2422, PIMUZ T2427	45.91405	8.94983						
Mixosaurus cornalianus	species			Illyrian	Middle Grenzbitumenzone, ultimo minerale 17	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2425	45.91405	8.94983						
Mixosaurus cornalianus	species			Illyrian	Middle Grenzbitumenzone, ultimo minerale 17	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2425	45.91405	8.94983						
